jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,nation,state,city,area,suburb,workType
Marketing Senior Data Scientist - 12 Month Contract,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Artificial Intelligence Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",cyborg dynamics engineering,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist / Mathematician ,Information & Communication Technology,Other,Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,,Australia,Western Australia,Perth,,,Contract/Temp
Software Engineer / Data Scientist,Information & Communication Technology,Engineering - Software,Fireball.International,,Australia,Queensland,Sunshine Coast,,peregianbeach,Full Time
Senior Fraud Risk Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Optus,Optus,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Data Scientist - Retail Banking,Consulting & Strategy,Analysts,T+O+M Executive,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",PainChek  Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist - Mulgrave,Information & Communication Technology,Consultants,National Hearing Care,National Hearing Care,Australia,Victoria,Melbourne,Eastern Suburbs,mulgrave,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Habitat Energy,,Australia,Victoria,Melbourne,,melbourne,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Ivory Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Information & Communication Technology,Engineering - Software,Ivory Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",northsydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Genesis IT&T P/L,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Genesis IT&T P/L,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Genesis IT&T P/L,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist - Price & Promotion,Consulting & Strategy,Analysts,Lagardere Travel Retail,Lagardere Travel Retail,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,Professional Search Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,"Manufacturing, Transport & Logistics",Analysis & Reporting,T+O+M Executive,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Morgan McKinley,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Lead Data Scientist - Partners,CEO & General Management,Other,Woolworths Group,Woolworths Group,Australia,New South Wales,Sydney,,surryhills,Full Time
Senior Data Scientist,Marketing & Communications,Digital & Search Marketing,Annalect,,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,Information & Communication Technology,Other,Salt Search,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist | Sydney,Information & Communication Technology,Other,FIRESOFT People,,Australia,New South Wales,Sydney,,surryhills,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Motion Recruitment,,Australia,New South Wales,Sydney,,,Full Time
Customer Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Bupa,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Evergen,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Randstad Technologies,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Transurban Ltd,Transurban Group,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist - Credit Risk Modelling,Banking & Financial Services,Analysis & Reporting,Morgan McKinley,,Australia,New South Wales,Sydney,,sydney,Contract/Temp
Senior Data Scientist ,Science & Technology,"Mathematics, Statistics & Information Sciences",Healices Health Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist - Mid Level,Information & Communication Technology,Other,Professional Search Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Australia Wide Personnel P/L,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist and Insights Analyst,Information & Communication Technology,Database Development & Administration,Compare the Market,Compare the Market,Australia,Queensland,Brisbane,CBD & Inner Suburbs,toowong,Full Time
Medical Research Data Scientist/Bioinformatician,Science & Technology,Biological & Biomedical Sciences,Children's Medical Research Institute,Children's Medical Research Institute,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,westmead,Full Time
Data Scientist - Senior Con to Manager Level,Consulting & Strategy,Other,PRA,,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Lead Data Scientist,Information & Communication Technology,Database Development & Administration,Opus Recruitment Solutions,,Australia,Victoria,Melbourne,,melbourne,Full Time
Senior Data Scientist - Greenfield Opportunity,Science & Technology,"Mathematics, Statistics & Information Sciences",T+O+M Executive,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Junior Data Scientist,Information & Communication Technology,Other,CanTeen,CanTeen,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist ,Information & Communication Technology,Developers/Programmers,Interpro - VIC,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Analyst,Banking & Financial Services,Other,Westpac Consumer and Business Bank,Westpac Banking Corporation,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist / Data Engineer - Operational Forecasting,Science & Technology,"Mathematics, Statistics & Information Sciences",Australian Energy Market Operator (AEMO),Australian Energy Market Operator,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
SAS Developer / Data Scientist - $110k - Sydney CBD,Information & Communication Technology,Consultants,TRS - IT & Communications,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Science Analyst,Information & Communication Technology,Other,Professional Search Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Graduate Data Scientist - 2021 Alcoa Graduate Program,Science & Technology,"Mathematics, Statistics & Information Sciences",Alcoa,Alcoa,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,booragoon,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Preacta Recruitment,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",iSelect Ltd,iSelect,Australia,Victoria,Melbourne,Bayside & South Eastern Suburbs,cheltenham,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Preacta Recruitment,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Information & Communication Technology,Consultants,Northbridge Recruitment,,Australia,Victoria,Melbourne,Bayside & South Eastern Suburbs,eastmelbourne,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Embedded Search & Selection,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist Project Lead,Information & Communication Technology,Other,Programmed Professionals,,Australia,Western Australia,Perth,,,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Chandler Macleod Group,,Australia,Western Australia,Perth,,,Contract/Temp
Data Scientist,Information & Communication Technology,Engineering - Software,Robert Walters,,Australia,New South Wales,Sydney,,,Full Time
Junior Data Scientist / Data Analyst - Brisbane,Information & Communication Technology,Database Development & Administration,Talenza,,Australia,Queensland,Brisbane,,,Full Time
Data Scientist,Information & Communication Technology,Consultants,FourQuarters Recruitment,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist APS6/EL1,Science & Technology,Modelling & Simulation,On Q Recruitment Pty Ltd,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Specialist Data Science,Science & Technology,"Mathematics, Statistics & Information Sciences",Rio Tinto,Rio Tinto,Australia,Western Australia,Perth,,,Full Time
Data Scientist,Information & Communication Technology,Other,Modis,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,Motion Recruitment,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",pyrmont,Full Time
Full Stack Python Developer,Information & Communication Technology,Engineering - Software,Just Digital People,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
DATA SCIENTIST (6969),Science & Technology,"Mathematics, Statistics & Information Sciences",Red Arrow Group,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Contract/Temp
Senior Data Scientist,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist/ Statistician,Information & Communication Technology,Consultants,Ignite,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist / Statistician,Government & Defence,Government - Federal,face2face Recruitment,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
APS6 | EL1 Data Scientist,Government & Defence,Government - Federal,First People Recruitment Solutions Pty Ltd,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Senior Fraud Risk Data Scientist,Information & Communication Technology,Other,Optus,Optus,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Recruitment Hive,,Australia,Australian Capital Territory,ACT,,phillip,Contract/Temp
Data Scientist,Information & Communication Technology,Other,Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Education & Training,Other,Cancer Institute NSW,Cancer Institute NSW,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",eveleigh,Full Time
Data Scientist,Government & Defence,Government - State,Cancer Institute NSW,Cancer Institute NSW,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",eveleigh,Full Time
APS Data Scientist/Statistician ,Government & Defence,Government - Federal,HorizonOne Recruitment,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
"Senior Data Scientist-AS, SQL",Marketing & Communications,Digital & Search Marketing,Annalect,,Australia,New South Wales,Sydney,,,Full Time
Senior Data Scientist,Marketing & Communications,Digital & Search Marketing,Annalect,,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,"Mining, Resources & Energy",Other,Alcoa,Alcoa,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,booragoon,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Transurban Ltd,Transurban Group,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Marketing Insights & Modelling Analyst,Marketing & Communications,Market Research & Analysis,TheDriveGroup,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Precision Sourcing,,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,JENNY BARBOUR IT AND PROJECT RECRUITMENT,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Performance Engineer (Data Analyst),"Mining, Resources & Energy",Analysis & Reporting,GQR Global Markets,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
